entity_name,state,entity_type,individuals_affected,breach_date,breach_type,breach_location,business_associate,description,source,entity_type_raw,breach_type_raw,state_raw,breach_location_raw,year,month,quarter,day_of_week,year_month,severity,log_individuals,is_estimated,quality_flag
"Call 4 Health, Inc.",FL,Other,10434.0,2024-05-17,Hacking/IT Incident,Network Server,Yes,"The business associate (BA), Call 4 Health reported that it experienced a ransomware attack that affected the protected health information (PHI) of 10,434 individuals. The PHI involved included names, dates of birth, addresses, phones numbers, Social Security numbers, and treatment information. The BA notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the BA implemented additional administrative, technical, and security safeguards.  In addition, the BA provided complimentary credit monitoring and related services to affected individuals.",archive,Business Associate,Hacking/IT Incident,FL,Network Server,2024,5,2024Q2,Friday,2024-05,High,9.2529208195113,False,
"Lee Rice D.O., Medical Corp DBA Lifewellness Institute",CA,Other,2473.0,2016-07-15,Hacking/IT Incident,EMR,Yes,"Malware was installed by cyber-intruders into PrognoCIS, the medical records system of the business associate (BA), Bizmatics, Inc.  The breach affected approximately 2,473 individuals who were patients of the covered entity (CE), Lee Rice D.O. Medical Corporation d/b/a Lifewellness Institute.  The types of protected health information (PHI) involved included full names, addresses, dates of birth, phone numbers, sex, marital status, social security numbers, claims information, diagnoses/conditions, lab results, and medications.  The CE provided breach notification to HHS, affected individuals, and the media and also provided substitute notice.  In response to the breach, the BA notified and cooperated with the FBI in its investigation.  In addition, the BA consulted with an independent cyber-security firm to assess the extent of the breach and to implement additional protective measures to prevent a similar breach from occurring in the future.  OCR obtained assurances that the CE and BA implemented the corrective actions noted above.",archive,Healthcare Provider,Hacking/IT Incident,CA,Electronic Medical Record,2016,7,2016Q3,Friday,2016-07,Medium,7.813591552952433,False,
Cook County Health & Hospitals System,IL,Other,7081.0,2010-08-20,Theft,Portable Device,No,"An employee's laptop was stolen out of a locked office; evidence shows that the laptop was password protected but not encrypted.  The laptop contained the protected health information (PHI) of approximately 7,000 individuals.  The PHI stored on the laptop included names, dates of birth, Social Security numbers, internal encounter numbers, and other administrative codes.  Following the breach, the covered entity notified those individuals reasonably believed to have been affected by the breach, placed notice on its website and with a local news center; established stringent computer security guidelines, and retrained its staff in the new requirements with the intention of preventing a similar event from occurring again.\",archive,Healthcare Provider,Theft,IL,Laptop,2010,8,2010Q3,Friday,2010-08,Medium,8.86531163267185,False,
Fort Wayne Medical Education Program ,IN,Other,28502.0,2025-03-06,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,IN,Network Server,2025,3,2025Q1,Thursday,2025-03,High,10.25776462387486,False,
The Kroger Co. ,OH,Other,1474284.0,2021-02-19,Hacking/IT Incident,Network Server,No,"The covered entity (CE), The Kroger Co., reported that its business associate experienced a cyberattack affecting the protected health information (PHI) of 1,474,284 individuals. The PHI involved included names, Social Security numbers, dates of birth, addresses, health insurance information, diagnoses, lab results, medications prescribed, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring and identity theft protection services and discontinued its use of the file transfer appliance that led to the breach. The CE also implemented HIPAA Privacy, Security, and Breach Notification policies and procedures. OCR provided technical assistance to the CE.",archive,Healthcare Provider,Hacking/IT Incident,OH,Network Server,2021,2,2021Q1,Friday,2021-02,Critical,14.203683684466135,False,
"Research Integrity, LLC",KY,Other,4077.0,2014-09-22,Unauthorized Access/Disclosure,Portable Device,Yes,\N,archive,Business Associate,Unauthorized Access/Disclosure,KY,Other Portable Electronic Device,2014,9,2014Q3,Monday,2014-09,Medium,8.3133619511344,False,
"Elizabeth L. Brown, MD, PLLC",WV,Other,8436.0,2017-05-12,Hacking/IT Incident,Network Server,No,"The covered entity (CE) reports that her single provider practice was the target of a ransomware attack that affected records in the CE’s billing and scheduling program on or about March 14, 2017, and affected records in its electronic medical record program on or about March 28, 2017. The types of protected health information (PHI) involved in the breach included the names, addresses, dates of birth, medical information, driver's license numbers, social security numbers, and insurance claim information of 8,436 individuals.  The CE provided breach notification to HHS, affected individuals, and the media. The CE thoroughly investigated the incident with the assistance of third party experts to ensure that its systems were secure and that it recovered all affected data.  The CE took a number of additional measures to safeguard its election PHI, such as using unique credentials for all levels of system access, password protecting all workstations, revising levels of access for staff, and changing its remote access system.  The CE began selecting a cloud-based vendor to replace its present system with the intention of migrating all electronic medical records to the new platform.  OCR reviewed the CE’s policies and procedures on uses and disclosures of PHI and safeguards, a copy of its risk analysis, and the security measures implemented to address risks and vulnerabilities.  OCR obtained assurances that the CE implemented the corrective actions listed above.",archive,Healthcare Provider,Hacking/IT Incident,WV,Network Server,2017,5,2017Q2,Friday,2017-05,Medium,9.040382074165628,False,
Atrium Health,NC,Other,165000.0,2020-09-01,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Atrium Health, reported that its business associate experienced a ransomware attack affecting the electronic protected health information (ePHI) of 165,000 individuals.  The ePHI involved included names, addresses, dates of birth, and treatment information.  The CE notified HHS, affected individuals, the media, and posted substitute notice on its website.",archive,Healthcare Provider,Hacking/IT Incident,NC,Network Server,2020,9,2020Q3,Tuesday,2020-09,Critical,12.013706813470414,True,
"Bay Surgical Specialists, LLC",FL,Other,1505.0,2024-03-04,Hacking/IT Incident,Network Server,Yes,"The covered entity, Bay Surgical Specialists, reported that its business associate (BA) experienced a ransomware attack affecting the protected health information (PHI) of 1,505 individuals. The PHI involved included names, addresses, Social Security numbers, birthdates, and treatment information.  The CE notified HHS, affected individuals, and the media and provided affected individuals with complimentary credit monitoring services.",archive,Healthcare Provider,Hacking/IT Incident,FL,Network Server,2024,3,2024Q1,Monday,2024-03,Medium,7.317212408359839,False,
The Georgia Institute for Plastic Surgery,GA,Other,8111.0,2024-04-22,Hacking/IT Incident,Network Server,No,"The covered entity (CE), The Georgia Institute for Plastic Surgery, reported that it experienced a cyber-attack that affected the protected health information (PHI) of  8,111 individuals. The PHI involved included names, addresses, dates of birth, email addresses, and treatment information.  The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards. Staff were retrained on the requirement to protect and secure PHI.",archive,Healthcare Provider,Hacking/IT Incident,GA,Network Server,2024,4,2024Q2,Monday,2024-04,Medium,9.001099725830965,False,
